FIPS Code,State,Area name,Attribute,Value
5035,AR,Crittenden County,"High school graduate (or equivalency), 2019-23",11493
5035,AR,Crittenden County,"Some college or associate degree, 2019-23",9230
5035,AR,Crittenden County,"Bachelor's degree or higher, 2019-23",5233
5035,AR,Crittenden County,"Percent of adults who are not high school graduates, 2019-23",14.7110045
5035,AR,Crittenden County,"Percent of adults who are high school graduates (or equivalent), 2019-23",37.76492623
5035,AR,Crittenden County,"Percent of adults completing some college or associate degree, 2019-23",30.32891927
5035,AR,Crittenden County,"Percent of adults with a bachelor's degree or higher, 2019-23",17.19515
5037,AR,Cross County,2013 Urban Influence Code,4
5037,AR,Cross County,2024 Urban Influence Code,3
5037,AR,Cross County,2013 Rural-urban Continuum Code,6
5037,AR,Cross County,2023 Rural-urban Continuum Code,6
5037,AR,Cross County,"Less than a high school diploma, 1970",7237
5037,AR,Cross County,"High school diploma only, 1970",1969
5037,AR,Cross County,"Some college (1-3 years), 1970",411
5037,AR,Cross County,"Four years of college or higher, 1970",377
5037,AR,Cross County,"Percent of adults with less than a high school diploma, 1970",72.4
5037,AR,Cross County,"Percent of adults with a high school diploma only, 1970",19.7
5037,AR,Cross County,"Percent of adults completing some college (1-3 years), 1970",4.1
5037,AR,Cross County,"Percent of adults completing four years of college or higher, 1970",3.8
5037,AR,Cross County,"Less than a high school diploma, 1980",6274
5037,AR,Cross County,"High school diploma only, 1980",3214
5037,AR,Cross County,"Some college (1-3 years), 1980",794
5037,AR,Cross County,"Four years of college or higher, 1980",824
5037,AR,Cross County,"Percent of adults with less than a high school diploma, 1980",56.5
5037,AR,Cross County,"Percent of adults with a high school diploma only, 1980",28.9
5037,AR,Cross County,"Percent of adults completing some college (1-3 years), 1980",7.1
5037,AR,Cross County,"Percent of adults completing four years of college or higher, 1980",7.4
5037,AR,Cross County,"Less than high school graduate, 1990",5130
5037,AR,Cross County,"High school graduate (or equivalency), 1990",3886
5037,AR,Cross County,"Some college or associate degree, 1990",1670
5037,AR,Cross County,"Bachelor's degree or higher, 1990",933
5037,AR,Cross County,"Percent of adults who are not high school graduates, 1990",44.2
5037,AR,Cross County,"Percent of adults who are high school graduates (or equivalent), 1990",33.4
5037,AR,Cross County,"Percent of adults completing some college or associate degree, 1990",14.4
5037,AR,Cross County,"Percent of adults with a bachelor's degree or higher, 1990",8
5037,AR,Cross County,"Less than high school graduate, 2000",3930
5037,AR,Cross County,"High school graduate (or equivalency), 2000",4738
5037,AR,Cross County,"Some college or associate degree, 2000",2519
5037,AR,Cross County,"Bachelor's degree or higher, 2000",1225
5037,AR,Cross County,"Percent of adults who are not high school graduates, 2000",31.7
5037,AR,Cross County,"Percent of adults who are high school graduates (or equivalent), 2000",38.2
5037,AR,Cross County,"Percent of adults completing some college or associate degree, 2000",20.3
5037,AR,Cross County,"Percent of adults with a bachelor's degree or higher, 2000",9.9
5037,AR,Cross County,"Less than high school graduate, 2008-12",2408
5037,AR,Cross County,"High school graduate (or equivalency), 2008-12",5613
5037,AR,Cross County,"Some college or associate degree, 2008-12",2568
5037,AR,Cross County,"Bachelor's degree or higher, 2008-12",1437
5037,AR,Cross County,"Percent of adults who are not high school graduates, 2008-12",20.02328289
5037,AR,Cross County,"Percent of adults who are high school graduates (or equivalent), 2008-12",46.67387327
5037,AR,Cross County,"Percent of adults completing some college or associate degree, 2008-12",21.35373358
5037,AR,Cross County,"Percent of adults with a bachelor's degree or higher, 2008-12",11.94911026
5037,AR,Cross County,"Less than high school graduate, 2019-23",1901
5037,AR,Cross County,"High school graduate (or equivalency), 2019-23",4831
5037,AR,Cross County,"Some college or associate degree, 2019-23",3028
5037,AR,Cross County,"Bachelor's degree or higher, 2019-23",1700
5037,AR,Cross County,"Percent of adults who are not high school graduates, 2019-23",16.58813264
5037,AR,Cross County,"Percent of adults who are high school graduates (or equivalent), 2019-23",42.15532286
5037,AR,Cross County,"Percent of adults completing some college or associate degree, 2019-23",26.42233857
5037,AR,Cross County,"Percent of adults with a bachelor's degree or higher, 2019-23",14.83420593
5039,AR,Dallas County,2013 Urban Influence Code,6
5039,AR,Dallas County,2024 Urban Influence Code,6
5039,AR,Dallas County,2013 Rural-urban Continuum Code,6
5039,AR,Dallas County,2023 Rural-urban Continuum Code,8
5039,AR,Dallas County,"Less than a high school diploma, 1970",3992
5039,AR,Dallas County,"High school diploma only, 1970",1305
5039,AR,Dallas County,"Some college (1-3 years), 1970",302
5039,AR,Dallas County,"Four years of college or higher, 1970",270
5039,AR,Dallas County,"Percent of adults with less than a high school diploma, 1970",68
5039,AR,Dallas County,"Percent of adults with a high school diploma only, 1970",22.2
5039,AR,Dallas County,"Percent of adults completing some college (1-3 years), 1970",5.1
5039,AR,Dallas County,"Percent of adults completing four years of college or higher, 1970",4.6
5039,AR,Dallas County,"Less than a high school diploma, 1980",3064
5039,AR,Dallas County,"High school diploma only, 1980",2152
5039,AR,Dallas County,"Some college (1-3 years), 1980",598
5039,AR,Dallas County,"Four years of college or higher, 1980",562
5039,AR,Dallas County,"Percent of adults with less than a high school diploma, 1980",48.1
5039,AR,Dallas County,"Percent of adults with a high school diploma only, 1980",33.8
5039,AR,Dallas County,"Percent of adults completing some college (1-3 years), 1980",9.4
5039,AR,Dallas County,"Percent of adults completing four years of college or higher, 1980",8.8
5039,AR,Dallas County,"Less than high school graduate, 1990",2603
5039,AR,Dallas County,"High school graduate (or equivalency), 1990",2465
5039,AR,Dallas County,"Some college or associate degree, 1990",749
5039,AR,Dallas County,"Bachelor's degree or higher, 1990",559
5039,AR,Dallas County,"Percent of adults who are not high school graduates, 1990",40.8
5039,AR,Dallas County,"Percent of adults who are high school graduates (or equivalent), 1990",38.7
5039,AR,Dallas County,"Percent of adults completing some college or associate degree, 1990",11.7
5039,AR,Dallas County,"Percent of adults with a bachelor's degree or higher, 1990",8.8
5039,AR,Dallas County,"Less than high school graduate, 2000",1986
5039,AR,Dallas County,"High school graduate (or equivalency), 2000",2464
5039,AR,Dallas County,"Some college or associate degree, 2000",963
5039,AR,Dallas County,"Bachelor's degree or higher, 2000",576
5039,AR,Dallas County,"Percent of adults who are not high school graduates, 2000",33.2
5039,AR,Dallas County,"Percent of adults who are high school graduates (or equivalent), 2000",41.1
5039,AR,Dallas County,"Percent of adults completing some college or associate degree, 2000",16.1
5039,AR,Dallas County,"Percent of adults with a bachelor's degree or higher, 2000",9.6
5039,AR,Dallas County,"Less than high school graduate, 2008-12",1057
5039,AR,Dallas County,"High school graduate (or equivalency), 2008-12",2801
5039,AR,Dallas County,"Some college or associate degree, 2008-12",1093
5039,AR,Dallas County,"Bachelor's degree or higher, 2008-12",560
5039,AR,Dallas County,"Percent of adults who are not high school graduates, 2008-12",19.17982217
5039,AR,Dallas County,"Percent of adults who are high school graduates (or equivalent), 2008-12",50.82562148
5039,AR,Dallas County,"Percent of adults completing some college or associate degree, 2008-12",19.83306115
5039,AR,Dallas County,"Percent of adults with a bachelor's degree or higher, 2008-12",10.16149519
5039,AR,Dallas County,"Less than high school graduate, 2019-23",505
5039,AR,Dallas County,"High school graduate (or equivalency), 2019-23",2225
5039,AR,Dallas County,"Some college or associate degree, 2019-23",1357
5039,AR,Dallas County,"Bachelor's degree or higher, 2019-23",512
5039,AR,Dallas County,"Percent of adults who are not high school graduates, 2019-23",10.98064797
5039,AR,Dallas County,"Percent of adults who are high school graduates (or equivalent), 2019-23",48.38008263
5039,AR,Dallas County,"Percent of adults completing some college or associate degree, 2019-23",29.50641444
5039,AR,Dallas County,"Percent of adults with a bachelor's degree or higher, 2019-23",11.13285497
5041,AR,Desha County,2013 Urban Influence Code,6
5041,AR,Desha County,2024 Urban Influence Code,9
5041,AR,Desha County,2013 Rural-urban Continuum Code,6
5041,AR,Desha County,2023 Rural-urban Continuum Code,9
5041,AR,Desha County,"Less than a high school diploma, 1970",6532
5041,AR,Desha County,"High school diploma only, 1970",1904
5041,AR,Desha County,"Some college (1-3 years), 1970",582
5041,AR,Desha County,"Four years of college or higher, 1970",518
5041,AR,Desha County,"Percent of adults with less than a high school diploma, 1970",68.5
5041,AR,Desha County,"Percent of adults with a high school diploma only, 1970",20
5041,AR,Desha County,"Percent of adults completing some college (1-3 years), 1970",6.1
5041,AR,Desha County,"Percent of adults completing four years of college or higher, 1970",5.4
5041,AR,Desha County,"Less than a high school diploma, 1980",5710
5041,AR,Desha County,"High school diploma only, 1980",3024
5041,AR,Desha County,"Some college (1-3 years), 1980",950
5041,AR,Desha County,"Four years of college or higher, 1980",935
5041,AR,Desha County,"Percent of adults with less than a high school diploma, 1980",53.8
5041,AR,Desha County,"Percent of adults with a high school diploma only, 1980",28.5
5041,AR,Desha County,"Percent of adults completing some college (1-3 years), 1980",8.9
5041,AR,Desha County,"Percent of adults completing four years of college or higher, 1980",8.8
5041,AR,Desha County,"Less than high school graduate, 1990",4326
5041,AR,Desha County,"High school graduate (or equivalency), 1990",3027
5041,AR,Desha County,"Some college or associate degree, 1990",1568
5041,AR,Desha County,"Bachelor's degree or higher, 1990",1032
5041,AR,Desha County,"Percent of adults who are not high school graduates, 1990",43.5
5041,AR,Desha County,"Percent of adults who are high school graduates (or equivalent), 1990",30.4
5041,AR,Desha County,"Percent of adults completing some college or associate degree, 1990",15.8
5041,AR,Desha County,"Percent of adults with a bachelor's degree or higher, 1990",10.4
5041,AR,Desha County,"Less than high school graduate, 2000",3351
5041,AR,Desha County,"High school graduate (or equivalency), 2000",3443
5041,AR,Desha County,"Some college or associate degree, 2000",1720
5041,AR,Desha County,"Bachelor's degree or higher, 2000",1060
5041,AR,Desha County,"Percent of adults who are not high school graduates, 2000",35
5041,AR,Desha County,"Percent of adults who are high school graduates (or equivalent), 2000",36
5041,AR,Desha County,"Percent of adults completing some college or associate degree, 2000",18
5041,AR,Desha County,"Percent of adults with a bachelor's degree or higher, 2000",11.1
5041,AR,Desha County,"Less than high school graduate, 2008-12",2094
5041,AR,Desha County,"High school graduate (or equivalency), 2008-12",3423
5041,AR,Desha County,"Some college or associate degree, 2008-12",2002
5041,AR,Desha County,"Bachelor's degree or higher, 2008-12",1101
5041,AR,Desha County,"Percent of adults who are not high school graduates, 2008-12",24.29234339
5041,AR,Desha County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.7099768
5041,AR,Desha County,"Percent of adults completing some college or associate degree, 2008-12",23.225058
5041,AR,Desha County,"Percent of adults with a bachelor's degree or higher, 2008-12",12.77262181
5041,AR,Desha County,"Less than high school graduate, 2019-23",1659
5041,AR,Desha County,"High school graduate (or equivalency), 2019-23",3083
5041,AR,Desha County,"Some college or associate degree, 2019-23",1783
5041,AR,Desha County,"Bachelor's degree or higher, 2019-23",978
5041,AR,Desha County,"Percent of adults who are not high school graduates, 2019-23",22.11115554
5041,AR,Desha County,"Percent of adults who are high school graduates (or equivalent), 2019-23",41.09023057
5041,AR,Desha County,"Percent of adults completing some college or associate degree, 2019-23",23.7638278
5041,AR,Desha County,"Percent of adults with a bachelor's degree or higher, 2019-23",13.03478609
5043,AR,Drew County,2013 Urban Influence Code,6
5043,AR,Drew County,2024 Urban Influence Code,8
5043,AR,Drew County,2013 Rural-urban Continuum Code,6
5043,AR,Drew County,2023 Rural-urban Continuum Code,7
5043,AR,Drew County,"Less than a high school diploma, 1970",5127
5043,AR,Drew County,"High school diploma only, 1970",1424
5043,AR,Drew County,"Some college (1-3 years), 1970",609
5043,AR,Drew County,"Four years of college or higher, 1970",682
5043,AR,Drew County,"Percent of adults with less than a high school diploma, 1970",65.4
5043,AR,Drew County,"Percent of adults with a high school diploma only, 1970",18.2
5043,AR,Drew County,"Percent of adults completing some college (1-3 years), 1970",7.8
5043,AR,Drew County,"Percent of adults completing four years of college or higher, 1970",8.7
5043,AR,Drew County,"Less than a high school diploma, 1980",4791
5043,AR,Drew County,"High school diploma only, 1980",2784
5043,AR,Drew County,"Some college (1-3 years), 1980",1054
5043,AR,Drew County,"Four years of college or higher, 1980",1272
5043,AR,Drew County,"Percent of adults with less than a high school diploma, 1980",48.4
5043,AR,Drew County,"Percent of adults with a high school diploma only, 1980",28.1
5043,AR,Drew County,"Percent of adults completing some college (1-3 years), 1980",10.6
5043,AR,Drew County,"Percent of adults completing four years of college or higher, 1980",12.8
5043,AR,Drew County,"Less than high school graduate, 1990",3843
5043,AR,Drew County,"High school graduate (or equivalency), 1990",3533
5043,AR,Drew County,"Some college or associate degree, 1990",1586
5043,AR,Drew County,"Bachelor's degree or higher, 1990",1443
5043,AR,Drew County,"Percent of adults who are not high school graduates, 1990",36.9
5043,AR,Drew County,"Percent of adults who are high school graduates (or equivalent), 1990",34
5043,AR,Drew County,"Percent of adults completing some college or associate degree, 1990",15.2
5043,AR,Drew County,"Percent of adults with a bachelor's degree or higher, 1990",13.9
5043,AR,Drew County,"Less than high school graduate, 2000",3113
5043,AR,Drew County,"High school graduate (or equivalency), 2000",3966
5043,AR,Drew County,"Some college or associate degree, 2000",2480
5043,AR,Drew County,"Bachelor's degree or higher, 2000",1994
5043,AR,Drew County,"Percent of adults who are not high school graduates, 2000",26.9
5043,AR,Drew County,"Percent of adults who are high school graduates (or equivalent), 2000",34.3
5043,AR,Drew County,"Percent of adults completing some college or associate degree, 2000",21.5
5043,AR,Drew County,"Percent of adults with a bachelor's degree or higher, 2000",17.3
5043,AR,Drew County,"Less than high school graduate, 2008-12",2044
5043,AR,Drew County,"High school graduate (or equivalency), 2008-12",4263
5043,AR,Drew County,"Some college or associate degree, 2008-12",3036
5043,AR,Drew County,"Bachelor's degree or higher, 2008-12",2451
5043,AR,Drew County,"Percent of adults who are not high school graduates, 2008-12",17.33084619
5043,AR,Drew County,"Percent of adults who are high school graduates (or equivalent), 2008-12",36.14549771
5043,AR,Drew County,"Percent of adults completing some college or associate degree, 2008-12",25.74190266
5043,AR,Drew County,"Percent of adults with a bachelor's degree or higher, 2008-12",20.78175343
5043,AR,Drew County,"Less than high school graduate, 2019-23",1411
5043,AR,Drew County,"High school graduate (or equivalency), 2019-23",4213
5043,AR,Drew County,"Some college or associate degree, 2019-23",2785
5043,AR,Drew County,"Bachelor's degree or higher, 2019-23",2559
5043,AR,Drew County,"Percent of adults who are not high school graduates, 2019-23",12.8646973
5043,AR,Drew County,"Percent of adults who are high school graduates (or equivalent), 2019-23",38.41174325
5043,AR,Drew County,"Percent of adults completing some college or associate degree, 2019-23",25.3920496
5043,AR,Drew County,"Percent of adults with a bachelor's degree or higher, 2019-23",23.33150985
5045,AR,Faulkner County,2013 Urban Influence Code,2
5045,AR,Faulkner County,2024 Urban Influence Code,4
5045,AR,Faulkner County,2013 Rural-urban Continuum Code,2
5045,AR,Faulkner County,2023 Rural-urban Continuum Code,2
5045,AR,Faulkner County,"Less than a high school diploma, 1970",8131
5045,AR,Faulkner County,"High school diploma only, 1970",4477
5045,AR,Faulkner County,"Some college (1-3 years), 1970",1511
5045,AR,Faulkner County,"Four years of college or higher, 1970",1662
5045,AR,Faulkner County,"Percent of adults with less than a high school diploma, 1970",51.5
5045,AR,Faulkner County,"Percent of adults with a high school diploma only, 1970",28.4
5045,AR,Faulkner County,"Percent of adults completing some college (1-3 years), 1970",9.6
5045,AR,Faulkner County,"Percent of adults completing four years of college or higher, 1970",10.5
5045,AR,Faulkner County,"Less than a high school diploma, 1980",9306
5045,AR,Faulkner County,"High school diploma only, 1980",8298
5045,AR,Faulkner County,"Some college (1-3 years), 1980",3309
5045,AR,Faulkner County,"Four years of college or higher, 1980",3543
5045,AR,Faulkner County,"Percent of adults with less than a high school diploma, 1980",38.1
5045,AR,Faulkner County,"Percent of adults with a high school diploma only, 1980",33.9
5045,AR,Faulkner County,"Percent of adults completing some college (1-3 years), 1980",13.5
5045,AR,Faulkner County,"Percent of adults completing four years of college or higher, 1980",14.5
5045,AR,Faulkner County,"Less than high school graduate, 1990",9615
5045,AR,Faulkner County,"High school graduate (or equivalency), 1990",11278
5045,AR,Faulkner County,"Some college or associate degree, 1990",7666
5045,AR,Faulkner County,"Bachelor's degree or higher, 1990",6235
5045,AR,Faulkner County,"Percent of adults who are not high school graduates, 1990",27.6
5045,AR,Faulkner County,"Percent of adults who are high school graduates (or equivalent), 1990",32.4
5045,AR,Faulkner County,"Percent of adults completing some college or associate degree, 1990",22
5045,AR,Faulkner County,"Percent of adults with a bachelor's degree or higher, 1990",17.9
5045,AR,Faulkner County,"Less than high school graduate, 2000",8468
5045,AR,Faulkner County,"High school graduate (or equivalency), 2000",15914
5045,AR,Faulkner County,"Some college or associate degree, 2000",13647
5045,AR,Faulkner County,"Bachelor's degree or higher, 2000",12820
5045,AR,Faulkner County,"Percent of adults who are not high school graduates, 2000",16.7
5045,AR,Faulkner County,"Percent of adults who are high school graduates (or equivalent), 2000",31.3
5045,AR,Faulkner County,"Percent of adults completing some college or associate degree, 2000",26.8
5045,AR,Faulkner County,"Percent of adults with a bachelor's degree or higher, 2000",25.2
5045,AR,Faulkner County,"Less than high school graduate, 2008-12",7628
5045,AR,Faulkner County,"High school graduate (or equivalency), 2008-12",21721
5045,AR,Faulkner County,"Some college or associate degree, 2008-12",20963
5045,AR,Faulkner County,"Bachelor's degree or higher, 2008-12",17837
5045,AR,Faulkner County,"Percent of adults who are not high school graduates, 2008-12",11.19312096
5045,AR,Faulkner County,"Percent of adults who are high school graduates (or equivalent), 2008-12",31.87280811
5045,AR,Faulkner County,"Percent of adults completing some college or associate degree, 2008-12",30.76053941
5045,AR,Faulkner County,"Percent of adults with a bachelor's degree or higher, 2008-12",26.17353153
5045,AR,Faulkner County,"Less than high school graduate, 2019-23",4955
5045,AR,Faulkner County,"High school graduate (or equivalency), 2019-23",23849
5045,AR,Faulkner County,"Some college or associate degree, 2019-23",23603
5045,AR,Faulkner County,"Bachelor's degree or higher, 2019-23",26043
5045,AR,Faulkner County,"Percent of adults who are not high school graduates, 2019-23",6.31612492
5045,AR,Faulkner County,"Percent of adults who are high school graduates (or equivalent), 2019-23",30.40025494
5045,AR,Faulkner County,"Percent of adults completing some college or associate degree, 2019-23",30.08667941
5045,AR,Faulkner County,"Percent of adults with a bachelor's degree or higher, 2019-23",33.19694073
5047,AR,Franklin County,2013 Urban Influence Code,6
5047,AR,Franklin County,2024 Urban Influence Code,6
5047,AR,Franklin County,2013 Rural-urban Continuum Code,6
5047,AR,Franklin County,2023 Rural-urban Continuum Code,8
5047,AR,Franklin County,"Less than a high school diploma, 1970",4324
5047,AR,Franklin County,"High school diploma only, 1970",1742
5047,AR,Franklin County,"Some college (1-3 years), 1970",305
5047,AR,Franklin County,"Four years of college or higher, 1970",279
5047,AR,Franklin County,"Percent of adults with less than a high school diploma, 1970",65
5047,AR,Franklin County,"Percent of adults with a high school diploma only, 1970",26.2
5047,AR,Franklin County,"Percent of adults completing some college (1-3 years), 1970",4.6
5047,AR,Franklin County,"Percent of adults completing four years of college or higher, 1970",4.2
5047,AR,Franklin County,"Less than a high school diploma, 1980",4313
5047,AR,Franklin County,"High school diploma only, 1980",3086
5047,AR,Franklin County,"Some college (1-3 years), 1980",887
5047,AR,Franklin County,"Four years of college or higher, 1980",542
5047,AR,Franklin County,"Percent of adults with less than a high school diploma, 1980",48.9
5047,AR,Franklin County,"Percent of adults with a high school diploma only, 1980",35
5047,AR,Franklin County,"Percent of adults completing some college (1-3 years), 1980",10
5047,AR,Franklin County,"Percent of adults completing four years of college or higher, 1980",6.1
5047,AR,Franklin County,"Less than high school graduate, 1990",3850
5047,AR,Franklin County,"High school graduate (or equivalency), 1990",3304
5047,AR,Franklin County,"Some college or associate degree, 1990",1636
5047,AR,Franklin County,"Bachelor's degree or higher, 1990",848
5047,AR,Franklin County,"Percent of adults who are not high school graduates, 1990",39.9
5047,AR,Franklin County,"Percent of adults who are high school graduates (or equivalent), 1990",34.3
5047,AR,Franklin County,"Percent of adults completing some college or associate degree, 1990",17
5047,AR,Franklin County,"Percent of adults with a bachelor's degree or higher, 1990",8.8
5047,AR,Franklin County,"Less than high school graduate, 2000",3369
5047,AR,Franklin County,"High school graduate (or equivalency), 2000",4121
5047,AR,Franklin County,"Some college or associate degree, 2000",2879
5047,AR,Franklin County,"Bachelor's degree or higher, 2000",1285
5047,AR,Franklin County,"Percent of adults who are not high school graduates, 2000",28.9
5047,AR,Franklin County,"Percent of adults who are high school graduates (or equivalent), 2000",35.4
5047,AR,Franklin County,"Percent of adults completing some college or associate degree, 2000",24.7
5047,AR,Franklin County,"Percent of adults with a bachelor's degree or higher, 2000",11
5047,AR,Franklin County,"Less than high school graduate, 2008-12",2051
5047,AR,Franklin County,"High school graduate (or equivalency), 2008-12",4826
5047,AR,Franklin County,"Some college or associate degree, 2008-12",3791
5047,AR,Franklin County,"Bachelor's degree or higher, 2008-12",1520
5047,AR,Franklin County,"Percent of adults who are not high school graduates, 2008-12",16.82802757
5047,AR,Franklin County,"Percent of adults who are high school graduates (or equivalent), 2008-12",39.59632425
5047,AR,Franklin County,"Percent of adults completing some college or associate degree, 2008-12",31.10436495
5047,AR,Franklin County,"Percent of adults with a bachelor's degree or higher, 2008-12",12.47128323
5047,AR,Franklin County,"Less than high school graduate, 2019-23",1564
5047,AR,Franklin County,"High school graduate (or equivalency), 2019-23",5061
5047,AR,Franklin County,"Some college or associate degree, 2019-23",3879
5047,AR,Franklin County,"Bachelor's degree or higher, 2019-23",1592
5047,AR,Franklin County,"Percent of adults who are not high school graduates, 2019-23",12.92989418
5047,AR,Franklin County,"Percent of adults who are high school graduates (or equivalent), 2019-23",41.84027778
5047,AR,Franklin County,"Percent of adults completing some college or associate degree, 2019-23",32.06845238
5047,AR,Franklin County,"Percent of adults with a bachelor's degree or higher, 2019-23",13.16137566
5049,AR,Fulton County,2013 Urban Influence Code,9
5049,AR,Fulton County,2024 Urban Influence Code,9
5049,AR,Fulton County,2013 Rural-urban Continuum Code,9
5049,AR,Fulton County,2023 Rural-urban Continuum Code,9
5049,AR,Fulton County,"Less than a high school diploma, 1970",3521
5049,AR,Fulton County,"High school diploma only, 1970",910
5049,AR,Fulton County,"Some college (1-3 years), 1970",221
5049,AR,Fulton County,"Four years of college or higher, 1970",173
5049,AR,Fulton County,"Percent of adults with less than a high school diploma, 1970",73
5049,AR,Fulton County,"Percent of adults with a high school diploma only, 1970",18.9
5049,AR,Fulton County,"Percent of adults completing some college (1-3 years), 1970",4.6
5049,AR,Fulton County,"Percent of adults completing four years of college or higher, 1970",3.6
5049,AR,Fulton County,"Less than a high school diploma, 1980",3338
5049,AR,Fulton County,"High school diploma only, 1980",2265
5049,AR,Fulton County,"Some college (1-3 years), 1980",552
5049,AR,Fulton County,"Four years of college or higher, 1980",347
5049,AR,Fulton County,"Percent of adults with less than a high school diploma, 1980",51.3
5049,AR,Fulton County,"Percent of adults with a high school diploma only, 1980",34.8
5049,AR,Fulton County,"Percent of adults completing some college (1-3 years), 1980",8.5
5049,AR,Fulton County,"Percent of adults completing four years of college or higher, 1980",5.3
5049,AR,Fulton County,"Less than high school graduate, 1990",3142
5049,AR,Fulton County,"High school graduate (or equivalency), 1990",2532
5049,AR,Fulton County,"Some college or associate degree, 1990",913
5049,AR,Fulton County,"Bachelor's degree or higher, 1990",373
5049,AR,Fulton County,"Percent of adults who are not high school graduates, 1990",45.1
5049,AR,Fulton County,"Percent of adults who are high school graduates (or equivalent), 1990",36.4
5049,AR,Fulton County,"Percent of adults completing some college or associate degree, 1990",13.1
5049,AR,Fulton County,"Percent of adults with a bachelor's degree or higher, 1990",5.4
5049,AR,Fulton County,"Less than high school graduate, 2000",2295
5049,AR,Fulton County,"High school graduate (or equivalency), 2000",3216
5049,AR,Fulton County,"Some college or associate degree, 2000",1868
5049,AR,Fulton County,"Bachelor's degree or higher, 2000",864
5049,AR,Fulton County,"Percent of adults who are not high school graduates, 2000",27.8
5049,AR,Fulton County,"Percent of adults who are high school graduates (or equivalent), 2000",39
5049,AR,Fulton County,"Percent of adults completing some college or associate degree, 2000",22.7
5049,AR,Fulton County,"Percent of adults with a bachelor's degree or higher, 2000",10.5
5049,AR,Fulton County,"Less than high school graduate, 2008-12",1519
5049,AR,Fulton County,"High school graduate (or equivalency), 2008-12",3932
5049,AR,Fulton County,"Some college or associate degree, 2008-12",2540
5049,AR,Fulton County,"Bachelor's degree or higher, 2008-12",922
5049,AR,Fulton County,"Percent of adults who are not high school graduates, 2008-12",17.04252216
5049,AR,Fulton County,"Percent of adults who are high school graduates (or equivalent), 2008-12",44.11533715
5049,AR,Fulton County,"Percent of adults completing some college or associate degree, 2008-12",28.49769999
5049,AR,Fulton County,"Percent of adults with a bachelor's degree or higher, 2008-12",10.3444407
5049,AR,Fulton County,"Less than high school graduate, 2019-23",1099
5049,AR,Fulton County,"High school graduate (or equivalency), 2019-23",3657
5049,AR,Fulton County,"Some college or associate degree, 2019-23",2792
5049,AR,Fulton County,"Bachelor's degree or higher, 2019-23",1408
5049,AR,Fulton County,"Percent of adults who are not high school graduates, 2019-23",12.27110317
5049,AR,Fulton County,"Percent of adults who are high school graduates (or equivalent), 2019-23",40.83296114
5049,AR,Fulton County,"Percent of adults completing some college or associate degree, 2019-23",31.17463153
5049,AR,Fulton County,"Percent of adults with a bachelor's degree or higher, 2019-23",15.72130415
5051,AR,Garland County,2013 Urban Influence Code,2
5051,AR,Garland County,2024 Urban Influence Code,4
5051,AR,Garland County,2013 Rural-urban Continuum Code,3
5051,AR,Garland County,2023 Rural-urban Continuum Code,3
5051,AR,Garland County,"Less than a high school diploma, 1970",18595
5051,AR,Garland County,"High school diploma only, 1970",9900
5051,AR,Garland County,"Some college (1-3 years), 1970",3007
5051,AR,Garland County,"Four years of college or higher, 1970",2249
5051,AR,Garland County,"Percent of adults with less than a high school diploma, 1970",55.1
5051,AR,Garland County,"Percent of adults with a high school diploma only, 1970",29.3
5051,AR,Garland County,"Percent of adults completing some college (1-3 years), 1970",8.9
5051,AR,Garland County,"Percent of adults completing four years of college or higher, 1970",6.7
5051,AR,Garland County,"Less than a high school diploma, 1980",18584
5051,AR,Garland County,"High school diploma only, 1980",16188
5051,AR,Garland County,"Some college (1-3 years), 1980",6276
5051,AR,Garland County,"Four years of college or higher, 1980",5245
5051,AR,Garland County,"Percent of adults with less than a high school diploma, 1980",40.1
5051,AR,Garland County,"Percent of adults with a high school diploma only, 1980",35
5051,AR,Garland County,"Percent of adults completing some college (1-3 years), 1980",13.6
5051,AR,Garland County,"Percent of adults completing four years of college or higher, 1980",11.3
5051,AR,Garland County,"Less than high school graduate, 1990",15479
5051,AR,Garland County,"High school graduate (or equivalency), 1990",16498
5051,AR,Garland County,"Some college or associate degree, 1990",12549
5051,AR,Garland County,"Bachelor's degree or higher, 1990",7375
5051,AR,Garland County,"Percent of adults who are not high school graduates, 1990",29.8
5051,AR,Garland County,"Percent of adults who are high school graduates (or equivalent), 1990",31.8
5051,AR,Garland County,"Percent of adults completing some college or associate degree, 1990",24.2
5051,AR,Garland County,"Percent of adults with a bachelor's degree or higher, 1990",14.2
5051,AR,Garland County,"Less than high school graduate, 2000",13609
5051,AR,Garland County,"High school graduate (or equivalency), 2000",20538
5051,AR,Garland County,"Some college or associate degree, 2000",17284
5051,AR,Garland County,"Bachelor's degree or higher, 2000",11263
5051,AR,Garland County,"Percent of adults who are not high school graduates, 2000",21.7
5051,AR,Garland County,"Percent of adults who are high school graduates (or equivalent), 2000",32.8
5051,AR,Garland County,"Percent of adults completing some college or associate degree, 2000",27.6
5051,AR,Garland County,"Percent of adults with a bachelor's degree or higher, 2000",18
5051,AR,Garland County,"Less than high school graduate, 2008-12",9572
5051,AR,Garland County,"High school graduate (or equivalency), 2008-12",22294
5051,AR,Garland County,"Some college or associate degree, 2008-12",22655
5051,AR,Garland County,"Bachelor's degree or higher, 2008-12",13974
5051,AR,Garland County,"Percent of adults who are not high school graduates, 2008-12",13.97474268
